phishing,url,url_len,host_len,path_len,query_len,is_https,count_dots,count_hyphen,count_at,count_qm,count_eq,count_slash,count_double_slash,count_digits,has_ip,has_shortener,has_keyword,subdomain_len,domain,suffix,domain_entropy_x,domain_age,days_to_expire,registration_length,num_subdomains,path_depth,has_www,has_double_https,has_port,has_fragment,url_ratio_digits,url_ratio_specials,contains_encoded_chars,has_repeat_chars,domain_entropy_y,domain_char_diversity,domain_has_digit,domain_starts_with_digit,tld_length,entropy_per_len
1,https://bciaz.top,17,9,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,bciaz,top,3.169925001442312,-1,-1,-1,0,0,0,0,0,0,0.0,0.1764705882352941,0,0,2.321928094887362,1.0,0,0,3,0.3869880158145604
1,https://bcifd.top,17,9,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,bcifd,top,3.169925001442312,-1,-1,-1,0,0,0,0,0,0,0.0,0.1764705882352941,0,0,2.321928094887362,1.0,0,0,3,0.3869880158145604
1,https://allegrolokalnie.pl-oferta576432.cfd/,44,35,1,0,1,2,1,0,0,0,3,0,6,0,0,0,15,pl-oferta576432,cfd,4.218588646061331,12,352,365,1,1,0,0,0,0,0.1363636363636363,0.1363636363636363,0,0,3.906890595608519,1.0,1,0,3,0.2441806622255324
1,https://mufg.ntturst.com/I3WJ0r/,32,16,8,0,1,2,0,0,0,0,4,0,2,0,0,0,4,ntturst,com,3.327819531114783,93,271,365,1,2,0,0,0,0,0.0625,0.1875,0,0,2.128085278891394,0.7142857142857143,0,0,3,0.2660106598614242
1,https://dismembernnew.com/,26,17,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,dismembernnew,com,3.4104172527605194,13,351,365,0,1,0,0,0,0,0.0,0.1538461538461538,0,0,3.0269868333592878,0.6923076923076923,0,0,3,0.2162133452399491
1,http://informaticaneavi.com/wp-content/plugins/google-site-kit/third-party/phpseclib/phpseclib/phpseclib/System/SSH/Agent/framework.php?r=bD1odHRwczovL3Zpc2lvbnByby1vcHRpY2FsLmNvbS8/Y2lkPU1UWTVNVEV4JmVtPVlXUnRhVzVwYzNSeVlXTnBiMjVBY0d4aFkyRnlMbkJ5Ync9PQ=,253,20,108,117,0,1,4,0,1,2,14,0,13,0,0,0,0,informaticaneavi,com,3.4464393446710155,2451,105,2557,0,11,0,0,0,0,0.0513833992094861,0.0909090909090909,0,0,3.2806390622295662,0.6875,0,0,3,0.192978768366445
1,https://bcisw.top,17,9,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,bcisw,top,3.169925001442312,-1,-1,-1,0,0,0,0,0,0,0.0,0.1764705882352941,0,0,2.321928094887362,1.0,0,0,3,0.3869880158145604
1,http://a1179921.xsph.ru/irs,27,16,4,0,0,2,0,0,0,0,3,0,7,0,0,0,8,xsph,ru,3.452819531114783,6301,272,6574,1,1,0,0,0,0,0.2592592592592592,0.1851851851851851,0,0,2.0,1.0,0,0,2,0.4
1,https://smbcapps.com,20,12,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,smbcapps,com,2.918295834054489,11,353,365,0,0,0,0,0,0,0.0,0.15,0,0,2.5,0.75,0,0,3,0.2777777777777778
1,https://www.harosant.com/no/login.html,38,16,14,0,1,2,0,0,0,0,4,0,0,0,0,1,3,harosant,com,3.327819531114783,9763,98,9862,1,2,1,0,0,0,0.0,0.1842105263157894,0,0,2.75,0.875,0,0,3,0.3055555555555556
1,https://allegrolokalnie.pl-oferta75952310.cfd/oferta/konsola-playstation-5-slim-z-napedem-pad-podstawka/5q5hd652cvUlUeXzP3NuBl8xa,129,37,84,0,1,2,8,0,0,0,5,0,16,0,0,0,15,pl-oferta75952310,cfd,4.293931663441728,12,352,365,1,3,0,0,0,0,0.1240310077519379,0.1162790697674418,0,0,3.9698157824268097,0.9411764705882352,1,0,3,0.2205453212459338
1,https://bcilz.top,17,9,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,bcilz,top,3.169925001442312,-1,-1,-1,0,0,0,0,0,0,0.0,0.1764705882352941,0,0,2.321928094887362,1.0,0,0,3,0.3869880158145604
1,http://gecab.wbb.it/wp-content/plugins/really-simple-ssl/lets-encrypt/vendor/fbett/le_acme2/src/LE_ACME2/Request/Account/viewer.php?r=bD1odHRwczovL2t1bmRlbm51bW1lci5wYWdlcy5kZXYvP2VtPWFXNW1iMEJtYVhKemRHTnNaV0Z1TFd4aGRXWm1aVzR1WkdVPQ=,233,12,112,101,0,2,4,0,1,2,14,0,17,0,0,1,5,wbb,it,3.0220552088742005,4704,42,4747,1,12,0,0,0,0,0.0729613733905579,0.111587982832618,0,0,0.9182958340544896,0.6666666666666666,0,0,2,0.2295739585136224
1,https://gpt.bsuresolutions.co.uk/subs,37,24,5,0,1,3,0,0,0,0,3,0,0,0,0,0,3,bsuresolutions,co.uk,3.709147917027245,1010,85,1096,1,1,0,0,0,0,0.0,0.1621621621621621,0,0,3.1820058147602133,0.7142857142857143,0,0,5,0.2121337209840142
1,https://www.manage-amazproducts.com/roblane/ar06/Servizio%20Hosting%20-%20Aruba.it.php,86,27,51,0,1,2,2,0,0,0,5,0,8,0,0,0,3,manage-amazproducts,com,3.884155094595804,21,343,365,1,3,1,0,0,0,0.0930232558139534,0.1627906976744186,1,0,3.7216117239699007,0.7894736842105263,0,0,3,0.186080586198495
1,https://allegrolokalnie.rozne-398575722.sbs/oferta/podnonik-dwukolumnowy-automat-4t-2024r-699601,96,35,53,0,1,2,6,0,0,0,4,0,20,0,0,0,15,rozne-398575722,sbs,4.171860873964197,12,352,365,1,2,0,0,0,0,0.2083333333333333,0.125,0,0,3.506890595608519,0.8,1,0,3,0.2191806622255324
1,http://trezor-suite.co.com,26,19,0,0,0,2,1,0,0,0,2,0,0,0,0,0,12,co,com,3.471354487013929,10303,1383,11687,1,0,0,0,0,0,0.0,0.1923076923076923,0,0,1.0,1.0,0,0,3,0.3333333333333333
1,https://globalclimasistemas.com/pSd/,36,23,5,0,1,1,0,0,0,0,4,0,0,0,0,0,0,globalclimasistemas,com,3.435755433941627,3912,105,4018,0,2,0,0,0,0,0.0,0.1388888888888889,0,0,3.286629486786196,0.5789473684210527,0,0,3,0.1643314743393097
1,https://dbselect.25u.com/,25,16,1,0,1,2,0,0,0,0,3,0,2,0,0,0,8,25u,com,3.625,8180,220,8401,1,1,0,0,0,0,0.08,0.2,0,0,1.584962500721156,1.0,1,1,3,0.396240625180289
1,https://revenue.ny-mk.fyi/us,28,17,3,0,1,2,1,0,0,0,3,0,0,0,0,0,7,ny-mk,fyi,3.4548223999466057,-1,-1,-1,1,1,0,0,0,0,0.0,0.2142857142857142,0,0,2.321928094887362,1.0,0,0,3,0.3869880158145604
1,https://puntosgalcli.com/galicia/index2.html,44,16,20,0,1,1,0,0,0,0,4,0,1,0,0,0,0,puntosgalcli,com,3.625,13,351,365,0,2,0,0,0,0,0.0227272727272727,0.1363636363636363,0,0,3.4182958340544896,0.9166666666666666,0,0,3,0.2629458333888069
1,https://app.biaclienteresgate.info/inicio-dois,46,26,12,0,1,2,1,0,0,0,3,0,0,0,0,0,3,biaclienteresgate,info,3.7192945256669794,-1,-1,-1,1,1,0,0,0,0,0.0,0.1304347826086956,0,0,3.263933429485633,0.6470588235294118,0,0,4,0.181329634971424
1,https://app.clientebiaresgate.info/inicio-dois,46,26,12,0,1,2,1,0,0,0,3,0,0,0,0,0,3,clientebiaresgate,info,3.7192945256669794,-1,-1,-1,1,1,0,0,0,0,0.0,0.1304347826086956,0,0,3.263933429485633,0.6470588235294118,0,0,4,0.181329634971424
1,https://www.smbs.verify.co.jp.index.yhn123.help/ja/,51,39,4,0,1,7,0,0,0,0,4,0,3,0,0,1,27,yhn123,help,4.229985309664039,14,351,365,6,2,1,0,0,0,0.0588235294117647,0.2156862745098039,0,0,2.584962500721156,1.0,1,0,4,0.3692803572458794
1,https://d1ne5oba6nkn8etb7kttb.heiliaow2.cyou/YAhoo/,51,36,7,0,1,2,0,0,0,0,4,0,6,0,0,0,21,heiliaow2,cyou,4.287301737252942,175,189,365,1,2,0,0,0,0,0.1176470588235294,0.1176470588235294,0,0,2.94770277922009,0.8888888888888888,1,0,4,0.294770277922009
1,https://smbcrad.link,20,12,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,smbcrad,link,3.584962500721156,16,348,365,0,0,0,0,0,0,0.0,0.15,0,0,2.807354922057604,1.0,0,0,4,0.3509193652572004
1,https://admusinagem.online/?gad_source=1,40,18,1,12,1,1,0,0,1,1,3,0,1,0,0,0,0,admusinagem,online,3.4613201402110083,22,342,365,0,1,0,0,0,0,0.025,0.175,0,0,3.095795255000934,0.8181818181818182,0,0,6,0.2579829379167445
1,https://allegrolokalnie.pl-oferta476482.cfd/,44,35,1,0,1,2,1,0,0,0,3,0,6,0,0,0,15,pl-oferta476482,cfd,4.161445788918474,12,352,365,1,1,0,0,0,0,0.1363636363636363,0.1363636363636363,0,0,3.773557262275186,0.9333333333333332,1,0,3,0.2358473288921991
1,https://parcelcolis.com/,24,15,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,parcelcolis,com,3.323231428797621,13,351,365,0,1,0,0,0,0,0.0,0.1666666666666666,0,0,3.095795255000934,0.8181818181818182,0,0,3,0.2579829379167445
1,http://novobanco.sms-info.online/?n=912123123,45,25,1,11,0,2,1,0,1,1,3,0,9,0,0,0,9,sms-info,online,3.47508495181978,13,351,365,1,1,0,0,0,0,0.2,0.1777777777777777,0,0,2.75,0.875,0,0,6,0.3055555555555556
1,https://ramexdeliver.com/,25,16,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,ramexdeliver,com,3.452819531114783,12,352,365,0,1,0,0,0,0,0.0,0.16,0,0,3.0220552088742005,0.75,0,0,3,0.2324657852980154
1,https://snipqr.com/v4s8,23,10,5,0,1,1,0,0,0,0,3,0,2,0,0,0,0,snipqr,com,3.321928094887362,474,255,730,0,1,0,0,0,0,0.0869565217391304,0.1739130434782608,0,0,2.584962500721156,1.0,0,0,3,0.3692803572458794
1,https://swtmvdip.com/,21,12,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,swtmvdip,com,3.4182958340544896,13,351,365,0,1,0,0,0,0,0.0,0.1904761904761904,0,0,3.0,1.0,0,0,3,0.3333333333333333
1,https://dhl-classet.intuantuan.cn/portal_login_exp/getQuoteTab/,63,25,30,0,1,2,1,0,0,0,5,0,0,0,0,1,11,intuantuan,cn,3.543465189601647,216,148,365,1,3,0,0,0,0,0.0,0.1587301587301587,0,0,2.246439344671016,0.5,0,0,2,0.2042217586064559
1,https://heyreklam.com/puxndaee,30,13,9,0,1,1,0,0,0,0,3,0,0,0,0,0,0,heyreklam,com,3.3927474104487847,358,6,365,0,1,0,0,0,0,0.0,0.1333333333333333,0,0,2.94770277922009,0.8888888888888888,0,0,3,0.294770277922009
1,http://drmarkot.hu/wp-admin/library.php?r=bD1odHRwczovL2t1bmRlbm51bW1lci5wYWdlcy5kZXYvP2VtPWJXdHZRRzltYjNKcExtUmw,113,11,21,73,0,1,1,0,1,1,4,0,9,0,0,0,0,drmarkot,hu,3.277613436819116,972,-1,-1,0,2,0,0,0,0,0.079646017699115,0.079646017699115,0,0,2.75,0.875,0,0,2,0.3055555555555556
1,https://sanidadserv.com/captcha,31,15,8,0,1,1,0,0,0,0,3,0,0,0,0,0,0,sanidadserv,com,3.506890595608519,13,351,365,0,1,0,0,0,0,0.0,0.1290322580645161,0,0,2.913977073182752,0.7272727272727273,0,0,3,0.2428314227652293
1,http://ufaglass.ru/components/com_jce/editor/tiny_mce/plugins/source/css/codemirror/inc.php?r=bD1odHRwczovL3Zpc2lvbnByby1vcHRpY2FsLmNvbS8/Y2lkPU1UWTVNVEV4JmVtPWFXNW1iMEJpWVc5M1lYUjBMbU5oZEE9PQ=,193,11,73,101,0,1,0,0,1,2,12,0,14,0,0,0,0,ufaglass,ru,2.913977073182752,3290,361,3652,0,9,0,0,0,0,0.0725388601036269,0.0984455958549222,0,0,2.5,0.75,0,0,2,0.2777777777777778
1,https://app.clientebiaresgate.pro/inicio-dois,45,25,12,0,1,2,1,0,0,0,3,0,0,0,0,0,3,clientebiaresgate,pro,3.623465189601647,-1,-1,-1,1,1,0,0,0,0,0.0,0.1333333333333333,0,0,3.263933429485633,0.6470588235294118,0,0,3,0.181329634971424
1,https://tn.payinng.cc/pay,25,13,4,0,1,2,0,0,0,0,3,0,0,0,0,0,2,payinng,cc,3.0269868333592878,13,351,365,1,1,0,0,0,0,0.0,0.2,0,0,2.521640636343318,0.8571428571428571,0,0,2,0.3152050795429147
1,https://pay.extracursos.online/VroegN1n8y1GKwj,46,22,16,0,1,2,0,0,0,0,3,0,3,0,0,0,3,extracursos,online,3.823067982273661,14,350,365,1,1,0,0,0,0,0.0652173913043478,0.108695652173913,0,0,3.095795255000934,0.8181818181818182,0,0,6,0.2579829379167445
1,https://qvyhszsip.com/?token=,29,13,1,6,1,1,0,0,1,1,3,0,0,0,0,0,0,qvyhszsip,com,3.546593564294939,14,350,365,0,1,0,0,0,0,0.0,0.2068965517241379,0,0,2.94770277922009,0.8888888888888888,0,0,3,0.294770277922009
1,https://societe.general-cooperative.com/,40,31,1,0,1,2,1,0,0,0,3,0,0,0,0,0,7,general-cooperative,com,3.719852358564604,24,340,365,1,1,0,0,0,0,0.0,0.15,0,0,3.5110854081804272,0.6842105263157895,0,0,3,0.1755542704090213
1,http://novomed-pal.com/media/k2/assets/vendors/studio-42/elfinder/php/plugins/AutoResize/default.php?r=bD1odHRwczovL2Nhc2ViZXJlLm5ldC8/Y2lkPU1UWTVNVEV4JmVtPWFteGhjbUZBYzJsbllYTnpiQzVsY3c9PQ=,190,15,78,89,0,1,2,0,1,2,13,0,13,0,0,0,0,novomed-pal,com,3.456564762130954,6494,445,6940,0,10,0,0,0,0,0.0684210526315789,0.1052631578947368,0,0,3.277613436819116,0.9090909090909092,0,0,3,0.2731344530682596
1,https://docarquitetura.com/wp-admin/network/,44,18,18,0,1,1,1,0,0,0,5,0,0,0,0,0,0,docarquitetura,com,3.5032583347756456,1519,306,1826,0,3,0,0,0,0,0.0,0.1590909090909091,0,0,3.235926350629033,0.7142857142857143,0,0,3,0.2157284233752688
1,https://groupsfr.byethost32.com/frais-activation.php,52,23,21,0,1,2,1,0,0,0,3,0,2,0,0,0,8,byethost32,com,3.9690016298759927,7206,98,7305,1,1,0,0,0,0,0.0384615384615384,0.1346153846153846,0,0,3.1219280948873624,0.9,1,0,3,0.2838116449897602
1,https://fr-mondial-www.com/as.php,33,18,7,0,1,1,2,0,0,0,3,0,0,0,0,0,0,fr-mondial-www,com,3.5724312513221195,15,349,365,0,1,0,0,0,0,0.0,0.2121212121212121,0,0,3.3248629576173565,0.7857142857142857,0,0,3,0.2216575305078237
1,https://www-coursiers-espace.com/,33,24,1,0,1,1,2,0,0,0,3,0,0,0,0,0,0,www-coursiers-espace,com,3.542481250360578,16,348,365,0,1,0,0,0,0,0.0,0.1818181818181818,0,0,3.308694969562842,0.55,0,0,3,0.1575569033125163
1,https://lockers-live.com/as.php,31,16,7,0,1,1,1,0,0,0,3,0,0,0,0,0,0,lockers-live,com,3.5,14,350,365,0,1,0,0,0,0,0.0,0.1935483870967742,0,0,3.2516291673878226,0.8333333333333334,0,0,3,0.250125320568294
1,https://lvmhappening.shop/AAiaHkO57YaB,38,17,13,0,1,1,0,0,0,0,3,0,2,0,0,0,0,lvmhappening,shop,3.572469458770135,253,112,365,0,1,0,0,0,0,0.0526315789473684,0.1052631578947368,0,0,3.2516291673878226,0.8333333333333334,0,0,4,0.250125320568294
1,https://locker-prbs-fr.com/,27,18,1,0,1,1,2,0,0,0,3,0,0,0,0,0,0,locker-prbs-fr,com,3.5724312513221195,14,350,365,0,1,0,0,0,0,0.0,0.2222222222222222,0,0,3.3248629576173565,0.7857142857142857,0,0,3,0.2216575305078237
1,https://reprog-relay2025frpacking.info/pages/,45,30,7,0,1,1,1,0,0,0,4,0,4,0,0,0,0,reprog-relay2025frpacking,info,4.0402239289418524,-1,-1,-1,0,2,0,0,0,0,0.0888888888888888,0.1333333333333333,0,0,3.9238561897747246,0.68,1,0,4,0.1509175457605663
1,https://app.biaclienteresgate.live/inicio-dois,46,26,12,0,1,2,1,0,0,0,3,0,0,0,0,0,3,biaclienteresgate,live,3.580462199727102,-1,-1,-1,1,1,0,0,0,0,0.0,0.1304347826086956,0,0,3.263933429485633,0.6470588235294118,0,0,4,0.181329634971424
1,https://wireharnessterminal.com/puxndaee,40,23,9,0,1,1,0,0,0,0,3,0,0,0,0,0,0,wireharnessterminal,com,3.675310868912364,344,20,365,0,1,0,0,0,0,0.0,0.1,0,0,3.326360407952694,0.5789473684210527,0,0,3,0.1663180203976347
1,http://allegrolokalnie.pl-oferta-849262729567321-ipad-air-4-rose-gold.cfd/,74,66,1,0,0,2,7,0,0,0,3,0,16,0,0,0,15,pl-oferta-849262729567321-ipad-air-4-rose-gold,cfd,4.409692370692836,13,351,365,1,1,0,0,0,0,0.2162162162162162,0.1621621621621621,0,0,4.221037022124543,0.4782608695652174,1,0,3,0.0898092983430753
1,https://w5n7Rl.ezbuyfast.com/39841_ff83ce59c79de0ac4bfbd4922fcc5194.html?diego.passos1@imsn.com.br,98,20,44,25,1,2,0,1,1,0,3,0,24,0,0,0,6,ezbuyfast,com,4.221928094887363,1772,783,2556,1,1,0,0,0,0,0.2448979591836734,0.1224489795918367,0,0,3.169925001442312,1.0,0,0,3,0.3169925001442312
1,https://con.sprk-s.info/?is,27,15,1,2,1,2,1,0,1,0,3,0,0,0,0,0,3,sprk-s,info,3.373557262275185,-1,-1,-1,1,1,0,0,0,0,0.0,0.2592592592592592,0,0,2.2516291673878226,0.8333333333333334,0,0,4,0.3216613096268318
1,https://anmelden-ad.com/de/content/login.php,44,15,21,0,1,1,1,0,0,0,5,0,0,0,0,1,0,anmelden-ad,com,3.240223928941852,14,350,365,0,3,0,0,0,0,0.0,0.1818181818181818,0,0,2.7321588913645702,0.6363636363636364,0,0,3,0.2276799076137141
1,https://drmanishtripathinephro.com/Sign%20in.html#kmt13@krmr.gov.ua,67,26,15,0,1,1,0,1,0,0,3,0,4,0,0,0,0,drmanishtripathinephro,com,3.6902603909683847,379,350,730,0,1,0,0,0,1,0.0597014925373134,0.1343283582089552,1,0,3.447401504705915,0.5454545454545454,0,0,3,0.1498870219437354
1,https://mondial-fr-prbs.com/,28,19,1,0,1,1,2,0,0,0,3,0,0,0,0,0,0,mondial-fr-prbs,com,3.826874881864638,12,352,365,0,1,0,0,0,0,0.0,0.2142857142857142,0,0,3.640223928941852,0.8666666666666667,0,0,3,0.2275139955588657
1,http://muchoencomun.com/K2UyaHZONGF4cnlTaVR4QlJmcGgvNk01Qm9hQmJNcEFFMzZEdmJKQW4vZjlFWk1TME9LMUZ4U3NYYUN5Qlh0Y3NFYktNVzJEd2pBbE1uZ3lyMEtKcUE9PQ__,144,16,121,0,0,1,0,0,0,0,3,0,18,0,0,0,0,muchoencomun,com,2.85845859334435,269,95,365,0,1,0,0,0,0,0.125,0.0416666666666666,0,0,2.7516291673878226,0.5833333333333334,0,0,3,0.2116637821067555
1,https://d1ne5oba6nkn8etb7k3.baijiale8e.cyou/lkjhgfdsaq,54,35,11,0,1,2,0,0,0,0,3,0,7,0,0,0,19,baijiale8e,cyou,4.207435516759526,152,213,365,1,1,0,0,0,0,0.1296296296296296,0.0925925925925925,0,0,2.721928094887362,0.7,1,0,4,0.2474480086261238
1,https://phuctradanso.io.vn/fof/jjj/kop/auto/web/com.php,55,18,29,0,1,2,0,0,0,0,8,0,0,0,0,0,0,phuctradanso,io.vn,3.725480556997868,-1,-1,-1,0,6,0,0,0,0,0.0,0.2,0,0,3.4182958340544896,0.9166666666666666,0,0,5,0.2629458333888069
1,http://siyaha.com.sa/sadmin/data.php?r=bD1odHRwczovL25hZ295YS16b250YS5vcmcvP2NpZD1Oems1TmpJeA=,94,13,16,57,0,2,0,0,1,2,4,0,15,0,0,0,0,siyaha,com.sa,3.0269868333592878,-1,-1,-1,0,2,0,0,0,0,0.1595744680851064,0.1063829787234042,0,0,2.2516291673878226,0.8333333333333334,0,0,6,0.3216613096268318
1,https://gtxhhlnb.guanjun.cfd/xpipwanl,37,20,9,0,1,2,0,0,0,0,3,0,0,0,0,0,8,guanjun,cfd,3.684183719779189,16,349,365,1,1,0,0,0,0,0.0,0.1351351351351351,0,0,2.235926350629033,0.7142857142857143,0,0,3,0.279490793828629
1,https://freedomwarranty.shop/AAiaHkO57YaB,41,20,13,0,1,1,0,0,0,0,3,0,2,0,0,1,0,freedomwarranty,shop,3.784183719779189,266,99,365,0,1,0,0,0,0,0.048780487804878,0.0975609756097561,0,0,3.323231428797621,0.7333333333333333,0,0,4,0.2077019642998513
1,https://track-ptdhl.com/index.php,33,15,10,0,1,1,1,0,0,0,3,0,0,0,0,0,0,track-ptdhl,com,3.640223928941852,14,350,365,0,1,0,0,0,0,0.0,0.1818181818181818,0,0,3.277613436819116,0.9090909090909092,0,0,3,0.2731344530682596
1,https://ornatosvirtuais.pt/wp-includes/ID3/telenet/#a@b.com,59,18,25,0,1,1,1,1,0,0,6,0,1,0,0,0,0,ornatosvirtuais,pt,3.350209029099897,-1,-1,-1,0,4,0,0,0,1,0.0169491525423728,0.1694915254237288,0,0,3.106890595608519,0.6,0,0,2,0.1941806622255324
1,https://fr-prbs-www.com/as.php,30,15,7,0,1,1,2,0,0,0,3,0,0,0,0,0,0,fr-prbs-www,com,3.323231428797621,15,349,365,0,1,0,0,0,0,0.0,0.2333333333333333,0,0,2.6635327548042547,0.6363636363636364,0,0,3,0.2219610629003545
1,https://novobanco-pt.mensajeriapronto.com/,42,33,1,0,1,2,1,0,0,0,3,0,0,0,0,0,12,mensajeriapronto,com,3.763646770676926,39,325,365,1,1,0,0,0,0,0.0,0.1428571428571428,0,0,3.375,0.6875,0,0,3,0.1985294117647058
1,https://flow.page/btvommiall,28,9,11,0,1,1,0,0,0,0,3,0,0,0,0,0,0,flow,page,3.169925001442312,-1,-1,-1,0,1,0,0,0,0,0.0,0.1428571428571428,0,0,2.0,1.0,0,0,4,0.4
1,https://www.jp-bank.koygde.shop/uilm/index.jsp/#,48,23,16,0,1,3,1,0,0,0,5,0,0,0,0,0,11,koygde,shop,3.8492239123906247,14,351,365,2,3,1,0,0,0,0.0,0.2083333333333333,0,0,2.584962500721156,1.0,0,0,4,0.3692803572458794
1,https://did.li/6CIZH,20,6,6,0,1,1,0,0,0,0,3,0,1,0,0,0,0,did,li,1.9182958340544896,-1,-1,-1,0,1,0,0,0,0,0.05,0.2,0,0,0.9182958340544896,0.6666666666666666,0,0,2,0.2295739585136224
1,https://edutex.net/iz/sco.html,30,10,12,0,1,1,0,0,0,0,4,0,0,0,0,0,0,edutex,net,2.646439344671016,2292,264,2557,0,2,0,0,0,0,0.0,0.2,0,0,2.2516291673878226,0.8333333333333334,0,0,3,0.3216613096268318
1,https://pontos.suporte-livelo.com/index,39,25,6,0,1,2,1,0,0,0,3,0,0,0,0,0,6,suporte-livelo,com,3.699470570797252,49,315,365,1,1,0,0,0,0,0.0,0.1538461538461538,0,0,3.378783493486176,0.7857142857142857,0,0,3,0.2252522328990783
1,https://o7xpoln.dd7boz.icu/o/6yc0l/1760796333172#selectedbank1&LOADS,68,18,22,0,1,2,0,0,0,0,5,0,18,0,0,0,7,dd7boz,icu,3.5724312513221195,13,351,365,1,3,0,0,0,1,0.2647058823529412,0.1029411764705882,0,0,2.2516291673878226,0.8333333333333334,1,0,3,0.3216613096268318
1,https://collab.land-safe.app/slugs/evm/?code=spejq3f0nWO9glKAkX0yOuPwVgK4ZD&amp;state=%7B%22user_id%22%3A+%22934719801358684191%22%2C+%22guild_id%22%3A+%221379362865676423210%22%2C+%22guild_name%22%3A+%22Impostors%22%2C+%22user_name%22%3A+%22gamiwtf%22%2C+%22user_avatar_hash%22%3A+%22655cbdd9bb6b9ea5c3a56559737e32cf%22%2C+%22server_avatar_hash%22%3A+%229bfa2f8cdbf1e0fed87671cf26ff204e%22%7D,393,20,11,353,1,2,1,0,1,2,5,0,136,0,0,0,6,land-safe,app,3.484183719779189,-1,-1,-1,1,3,0,0,0,0,0.3460559796437659,0.1424936386768447,1,0,2.94770277922009,0.8888888888888888,0,0,3,0.294770277922009
1,https://service-peageautoroute.com/,35,26,1,0,1,1,1,0,0,0,3,0,0,0,0,0,0,service-peageautoroute,com,3.6864194113487736,14,350,365,0,1,0,0,0,0,0.0,0.1428571428571428,0,0,3.477175233435624,0.5909090909090909,0,0,3,0.1511815318885054
1,https://nxtpfbj.life/us,23,12,3,0,1,1,0,0,0,0,3,0,0,0,0,0,0,nxtpfbj,life,3.4182958340544896,-1,-1,-1,0,1,0,0,0,0,0.0,0.1739130434782608,0,0,2.807354922057604,1.0,0,0,4,0.3509193652572004
1,https://nmtvqxh.life/us,23,12,3,0,1,1,0,0,0,0,3,0,0,0,0,0,0,nmtvqxh,life,3.584962500721156,-1,-1,-1,0,1,0,0,0,0,0.0,0.1739130434782608,0,0,2.807354922057604,1.0,0,0,4,0.3509193652572004
1,https://31.172.87.101/x0/,25,13,4,0,1,3,0,0,0,0,4,0,11,1,0,0,0,31.172.87.101,,2.5654483718208256,-1,-1,-1,0,2,0,0,0,0,0.44,0.28,0,0,2.5654483718208256,0.5384615384615384,1,1,0,0.1832463122729161
1,https://smbcnew.com,19,11,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,smbcnew,com,3.095795255000934,-1,-1,-1,0,0,0,0,0,0,0.0,0.1578947368421052,0,0,2.807354922057604,1.0,0,0,3,0.3509193652572004
1,https://fbogckw.life/us,23,12,3,0,1,1,0,0,0,0,3,0,0,0,0,0,0,fbogckw,life,3.4182958340544896,-1,-1,-1,0,1,0,0,0,0,0.0,0.1739130434782608,0,0,2.807354922057604,1.0,0,0,4,0.3509193652572004
1,https://lynxinbio.com/qymfpw,28,13,7,0,1,1,0,0,0,0,3,0,0,0,0,0,0,lynxinbio,com,3.238901256602631,2983,303,3287,0,1,0,0,0,0,0.0,0.1428571428571428,0,0,2.725480556997868,0.7777777777777778,0,0,3,0.2725480556997868
1,https://allegrolokalnie.pl-kategoria293484925.shop/oferta/xbox-series-x-1-tb-2-pady-okazja/6puo33mkMyal1bzYv,108,42,58,0,1,2,8,0,0,0,5,0,15,0,0,0,15,pl-kategoria293484925,shop,4.193161994764468,15,349,365,1,3,0,0,0,0,0.1388888888888889,0.1388888888888889,0,0,4.011365041826379,0.8095238095238095,1,0,4,0.1823347746284717
1,http://kelulusansmansalo.bengkelc1nt4.com/__MACOSX/ppdb9/vendor/mikey179/vfsstream/src/test/php/org/bovigo/vfs/proxy/html.php?r=bD1odHRwczovL2ZyZWVtb3ZpZS10dndhbGxwYXBlci5jb20vP2NpZD1OekkyTmpNeCZlbT1aekpBWjNWbGJuUmxjaTFoY201dmJHUXVaR1U9,236,34,84,110,0,2,0,0,1,1,15,0,22,0,0,0,17,bengkelc1nt4,com,3.844384532235916,1988,202,2191,1,13,0,0,0,0,0.0932203389830508,0.0932203389830508,0,0,3.2516291673878226,0.8333333333333334,1,0,3,0.250125320568294
1,http://pinginfoview.com/wp-content/plugins/wp-hidden-maze/index.php?r=bD1odHRwczovL2VzLXNlcnZpY2VzLmluZm8vP2NpZD1OekkyTmpNeA=,125,16,44,57,0,1,3,0,1,2,6,0,6,0,0,0,0,pinginfoview,com,3.452819531114783,332,32,365,0,4,0,0,0,0,0.048,0.112,0,0,3.0220552088742005,0.75,0,0,3,0.2324657852980154
